subject_id,correct,total,accuracy
1,15,16,0.9375
2,16,16,1.0
3,11,16,0.6875
4,13,16,0.8125
5,12,16,0.75
6,12,16,0.75
7,15,16,0.9375
8,14,16,0.875
9,12,16,0.75
10,16,16,1.0
11,16,16,1.0
12,16,16,1.0
13,15,16,0.9375
14,14,16,0.875
15,10,16,0.625
16,14,16,0.875
17,15,16,0.9375
18,14,16,0.875
