subject_id,correct,total,accuracy
1,16,16,1.0
2,15,16,0.9375
3,14,16,0.875
4,13,16,0.8125
5,12,16,0.75
6,14,16,0.875
7,16,16,1.0
8,14,16,0.875
9,14,16,0.875
10,16,16,1.0
11,14,16,0.875
12,16,16,1.0
13,16,16,1.0
14,14,16,0.875
15,12,16,0.75
16,15,16,0.9375
17,16,16,1.0
18,12,16,0.75
