label,gesture_id,accuracy,precision,recall,f1,support
0,1,0.9166666666666666,0.9705882352941176,0.9166666666666666,0.9428571428571428,36
1,2,1.0,0.9230769230769231,1.0,0.9600000000000001,36
2,3,0.9166666666666666,0.9428571428571428,0.9166666666666666,0.9295774647887323,36
3,4,0.8888888888888888,0.8648648648648649,0.8888888888888888,0.8767123287671232,36
4,5,0.8888888888888888,0.8648648648648649,0.8888888888888888,0.8767123287671232,36
5,6,0.9722222222222222,0.9210526315789473,0.9722222222222222,0.9459459459459458,36
6,7,0.8888888888888888,0.9696969696969697,0.8888888888888888,0.927536231884058,36
7,8,0.8611111111111112,0.8857142857142857,0.8611111111111112,0.8732394366197184,36
