subject_id,correct,total,accuracy
1,15,16,0.9375
2,16,16,1.0
3,10,16,0.625
4,14,16,0.875
5,10,16,0.625
6,13,16,0.8125
7,16,16,1.0
8,14,16,0.875
9,11,16,0.6875
10,16,16,1.0
11,14,16,0.875
12,15,16,0.9375
13,15,16,0.9375
14,14,16,0.875
15,13,16,0.8125
16,15,16,0.9375
17,16,16,1.0
18,14,16,0.875
