epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate,epoch_seconds
1,2.073216608592442,0.13194444444444445,2.0804225073920355,0.125,0.000999938933078422,0.482895590364933
2,2.0466963298737055,0.1875,2.080429289076063,0.125,0.000999755747381037,0.4808923229575157
3,2.008420374658373,0.19543650793650794,2.0804417928059897,0.125,0.000999450488106175,0.48528362065553665
4,1.9625890179285927,0.22718253968253968,2.080466800265842,0.125,0.0009990232305719944,0.4819977656006813
5,1.9163304699791803,0.2390873015873016,2.0804926554361978,0.125,0.0009984740801978983,0.48161759972572327
6,1.874581459968809,0.2569444444444444,2.08052486843533,0.125,0.0009978031724785245,0.4816054478287697
7,1.8336739577944317,0.28273809523809523,2.080550299750434,0.125,0.000997010672950314,0.48047150671482086
8,1.793393063166785,0.30853174603174605,2.0805172390407987,0.125,0.0009960967771506664,0.4804551601409912
9,1.7682796773456393,0.31547619047619047,2.065377129448785,0.1597222222222222,0.0009950617105696957,0.4803824946284294
10,1.7509778965087164,0.31746031746031744,2.0116060045030384,0.1875,0.0009939057285945929,0.4807293117046356
11,1.723561716458154,0.35119047619047616,1.8782530890570746,0.3263888888888889,0.0009926291164466126,0.48045601695775986
12,1.696756781093658,0.3630952380952381,1.7953660753038194,0.375,0.0009912321891107005,0.48046887665987015
13,1.6758125396001906,0.36507936507936506,1.7839626736111112,0.3194444444444444,0.0009897152912577737,0.48114047199487686
14,1.639965988340832,0.39880952380952384,1.7047576904296875,0.3680555555555556,0.0009880787971596797,0.4805777296423912
15,1.6188154258425274,0.4126984126984127,1.7217578887939453,0.3194444444444444,0.0009863231105968495,0.48153842985630035
16,1.5877513242146326,0.4246031746031746,1.6076173782348633,0.4166666666666667,0.000984448664758672,0.4810095652937889
17,1.5659455269102067,0.4513888888888889,1.5652020772298176,0.4166666666666667,0.0009824559221366096,0.4829758331179619
18,1.534489695988004,0.4781746031746032,1.528415044148763,0.4236111111111111,0.0009803453744100864,0.4811421260237694
19,1.5135798624583654,0.4880952380952381,1.513495339287652,0.4375,0.0009781175423251728,0.48121868818998337
20,1.4816725500046262,0.503968253968254,1.4985764821370442,0.4652777777777778,0.0009757729755661004,0.4813173860311508
21,1.4655584891637166,0.5228174603174603,1.6030031840006511,0.4097222222222222,0.0009733122526196342,0.48008106648921967
22,1.4397019431704567,0.5188492063492064,1.5014203389485676,0.4236111111111111,0.000970735980632341,0.48054230958223343
23,1.4181807873741028,0.5446428571428571,1.5098576015896268,0.4305555555555556,0.0009680447952607838,0.4816455543041229
24,1.3916104823823958,0.5337301587301587,1.437164306640625,0.4583333333333333,0.0009652393605146839,0.4807170405983925
25,1.3906450687892853,0.5367063492063492,1.4420830408732097,0.4652777777777778,0.0009623203685930864,0.4806002750992775
26,1.36878388268607,0.5327380952380952,1.392040040757921,0.4652777777777778,0.00095928853971357,0.4804304912686348
27,1.3376693801274375,0.5694444444444444,1.3516682518853083,0.5,0.0009561446219345448,0.48054181784391403
28,1.3086824152204726,0.5833333333333334,1.465467135111491,0.4166666666666667,0.0009528893909706791,0.48076051473617554
29,1.2871795779182797,0.5952380952380952,1.334928936428494,0.5208333333333334,0.0009495236500015041,0.48069974035024643
30,1.272438889458066,0.6051587301587301,1.3318980534871419,0.4791666666666667,0.0009460482294732414,0.48043093085289
31,1.25104102066585,0.5982142857142857,1.2858364317152235,0.5138888888888888,0.0009424639868939027,0.4813077226281166
32,1.2265948795136952,0.6309523809523809,1.234285142686632,0.5277777777777778,0.0009387718066217117,0.48101266473531723
33,1.2019420956808424,0.6121031746031746,1.2528483072916667,0.4930555555555556,0.000934972599646904,0.48223329335451126
34,1.1700069809716844,0.6468253968253969,1.1964138878716364,0.5694444444444444,0.0009310673033669515,0.4814808517694473
35,1.1548822077493819,0.6517857142857143,1.2244514889187283,0.5208333333333334,0.0009270568813552751,0.481299489736557
36,1.1377430302756173,0.6517857142857143,1.37937503390842,0.5069444444444444,0.0009229423231234969,0.48090939968824387
37,1.1165184047487047,0.6686507936507936,1.1487190458509657,0.5763888888888888,0.0009187246438772933,0.4807555451989174
38,1.0992057910041204,0.6845238095238095,1.1450686984592013,0.6111111111111112,0.0009144048842659075,0.483630508184433
39,1.0788217764052133,0.6954365079365079,1.093147383795844,0.625,0.0009099841101253861,0.481376513838768
40,1.068337811364068,0.683531746031746,1.1085050370958116,0.5694444444444444,0.0009054634122155986,0.4811914414167404
41,1.0518621641492087,0.6994047619047619,1.0530957116021051,0.6388888888888888,0.0009008439059511095,0.4805806279182434
42,1.0274004444243416,0.7202380952380952,1.0798011355929904,0.6041666666666666,0.0008961267311259662,0.4808700159192085
43,1.0136530285789853,0.7271825396825397,1.0359889136420355,0.6666666666666666,0.0008913130516324728,0.48246777802705765
44,0.9965939313646347,0.7380952380952381,1.0046987533569336,0.6319444444444444,0.0008864040551740152,0.48192010819911957
