subject_id,correct,total,accuracy
1,16,16,1.0
2,16,16,1.0
3,16,16,1.0
4,16,16,1.0
5,11,16,0.6875
6,15,16,0.9375
7,16,16,1.0
8,15,16,0.9375
9,16,16,1.0
10,16,16,1.0
11,13,16,0.8125
12,16,16,1.0
13,16,16,1.0
14,15,16,0.9375
15,16,16,1.0
16,15,16,0.9375
17,16,16,1.0
18,16,16,1.0
