subject_id,correct,total,accuracy
1,15,16,0.9375
2,16,16,1.0
3,13,16,0.8125
4,14,16,0.875
5,13,16,0.8125
6,14,16,0.875
7,13,16,0.8125
8,13,16,0.8125
9,16,16,1.0
10,16,16,1.0
11,15,16,0.9375
12,15,16,0.9375
13,16,16,1.0
14,15,16,0.9375
15,14,16,0.875
16,15,16,0.9375
17,15,16,0.9375
18,14,16,0.875
