subject_id,correct,total,accuracy
1,15,16,0.9375
2,16,16,1.0
3,13,16,0.8125
4,14,16,0.875
5,13,16,0.8125
6,13,16,0.8125
7,12,16,0.75
8,16,16,1.0
9,15,16,0.9375
10,16,16,1.0
11,14,16,0.875
12,15,16,0.9375
13,12,16,0.75
14,13,16,0.8125
15,15,16,0.9375
16,14,16,0.875
17,16,16,1.0
18,15,16,0.9375
