subject_id,correct,total,accuracy
1,16,16,1.0
2,16,16,1.0
3,16,16,1.0
4,14,16,0.875
5,12,16,0.75
6,15,16,0.9375
7,15,16,0.9375
8,14,16,0.875
9,15,16,0.9375
10,16,16,1.0
11,15,16,0.9375
12,15,16,0.9375
13,15,16,0.9375
14,15,16,0.9375
15,15,16,0.9375
16,14,16,0.875
17,16,16,1.0
18,15,16,0.9375
