true_gesture,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8
1,30,0,0,0,0,5,1,0
2,0,34,0,1,0,0,1,0
3,0,1,33,0,0,0,2,0
4,0,3,0,29,1,1,1,1
5,0,0,1,2,28,0,1,4
6,2,0,0,0,0,34,0,0
7,0,1,0,0,0,1,32,2
8,0,0,0,2,0,0,0,34
